14	18
40	161
50	129
59	134
17	41
7	98
46	41
55	36
4	28
31	25
11	64
68	34
31	55
70	114
16	152
17	156
64	9
35	107
27	162
67	122
79	32
46	88
77	98
65	99
70	56
68	49
17	83
42	101
24	123
69	106
39	103
84	57
11	157
79	85
79	52
97	49
97	34
15	91
72	97
1	86
34	42
93	49
40	120
30	120
10	86
18	129
50	88
42	117
60	85
40	94
22	115
90	67
17	13
47	94
16	79
73	57
3	70
60	73
37	56
79	114
74	94
61	52
78	19
88	97
26	110
40	25
79	42
77	7
18	46
59	99
21	20
65	38
65	88
13	116
72	9
72	120
72	74
22	18
24	3
51	4
15	141
15	129
61	28
61	85
18	135
50	100
39	120
27	163
89	71
13	120
84	114
84	56
84	69
21	107
2	33
2	64
44	56
86	70
86	86
49	56
49	4
49	90
40	157
72	64
72	102
72	63
19	109
7	123
9	156
22	113
22	123
70	69
24	110
79	69
47	120
16	71
16	65
43	140
51	52
54	113
54	123
56	161
56	147
53	85
10	115
10	113
46	91
46	141
46	51
97	67
97	66
74	33
74	55
73	28
15	146
85	66
61	29
61	31
61	95
77	115
77	1
18	125
71	48
58	60
90	62
90	68
90	48
69	95
96	123
50	134
94	158
94	72
94	34
17	37
17	135
42	36
88	39
88	121
20	122
39	131
59	82
59	8
64	118
64	103
64	120
64	119
27	161
89	12
6	155
55	40
4	95
67	7
67	123
23	16
31	157
31	147
